title,description,label
Four killed in head-on collision in Sri Ganganagar,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,2
"Amber Fort to Chittorgarh Fort: List of some oldest captivating 
architectural beauty in Rajasthan","New Delhi: Rajasthan, a northern state of India, is known across the globe for its glorious history, cultural beauty and vast terrain region. The state is gearing up to mark its foundation day on March 30. The state was earlier known as Rajputana and became Rajasthan on March 30, 1949. Since then, the state annually observes its foundation day on March 30 and plays homage to the strong willpower, valour and sacrifice of the people of Rajasthan by organising numerous events. While the state is gearing up to mark its 75th foundation day on Saturday, let’s take a look at some oldest monuments in Rajasthan. The table mentioned below sheds light on some oldest and grandest architectural beauty of Rajasthan. The engineering marvel is the reflection of a powerful kingdom that has ruled the area for years. Located on a scenic hill in Jaipur, popularly known as the pink city of India, the Amber Fort was fabricated in the 17th century and is one of the most beautiful historical monuments in Rajasthan. Constructed on the order of Raja Man Singh, the king of the Amer region, the fort is also known as Amer Fort and is situated just 11 kilometres from Jaipur city. Designed with a combination of white and red sandstones, the fort is magnificent architectural splendour in the pink city, attracting hundreds and thousands of visitors from across the globe. Constructed by Raja Sawai Jai Singh, a Rajput ruler of the Amer region, the City Palace is another historical architectural beauty of Rajasthan. Nestled in the heart of the pink city of India, Jaipur, the fort is a royal abode where royal families still live and stay. It is stated that there is a huge silver pot in the palace premises, which was used by the former king to carry the holy water of Ganga while he used to travel abroad with his other ministers and soldiers. Jantar Mantar, which is a UNESCO World Heritage Site monument, is also situated in the complex of the palace. The Chittorgarh Fort, which was believed to have been constructed by Chitrangada Maurya constructed in the 7th century, is one of the oldest and most beautiful monuments in Rajasthan. The fort, which narrates several tales of heroism and bravery of the Rajputana warriors, has been listed as the UNESCO World Heritage. This grand old fort has seven gates and several other palaces to explore including a three-storied white sandstone Rani Padmavati Palace. Perched on a 590 feet tall hill, the fort is situated on the banks of the river Berach and is considered one of the largest forts in India.",0
"The weather conditions in Jaipur during IPL match between Rajasthan Royals 
vs Delhi Capitals: | Skymet Weather","IPL cricket match between Rajasthan Royals and Delhi Capitals will be played in Sawai Mansingh Indoor Cricket Stadium in Jaipur on March 28. The match will start at 7:30 pm. We expect warm and dry weather during the match. No interruption weatherwise in the match. Temperatures at the start of the match may be around 34 degrees with very low humidity. Winds will be blowing from northwest direction with a speed of 8 to 10 Kmph. Skies may be partly cloudy with medium and high clouds. Low humidity will keep the pitch and ground dry. we do not expect any dew on the ground. The match will be completed with full overs. Image Credit: images.hindustantimes.com March 28, 2024 March 28, 2024 March 28, 2024 March 27, 2024 March 27, 2024 March 27, 2024 March 27, 2024 March 27, 2024 March 26, 2024 March 26, 2024 March 26, 2024 March 26, 2024 Subscribe to our mailing list to get the our Newsletter Premium Weather Services",1
"Rajasthan Royals Will Take On Delhi Capitals At The Sawai Mansingh Stadium 
In Jaipur – The Right News","In IPL, Rajasthan Royals will take on Delhi Capitals at the Sawai Mansingh Stadium in Jaipur this evening. The Match will start at 7.30 PM. Sunrisers Hyderabad defeated Mumbai Indians by 31 runs in a high scoring match at the Rajiv Gandhi International Stadium, Hyderabad last night. Put in to bat first, Hyderabad created history by posting a huge total of 277 for three in the stipulated 20 overs. For Hyderabad, Heinrich Klaasen scored 80 off 34, Abhishek Sharma scored 63 off 23 and Travis Head scored 62 from 24 balls. While chasing a target of 278, Mumbai Indians made 246 for the loss of five wickets in stipulated 20 overs. Tilak Verma with 64 from 34 was the top scorer for Mumbai. Klaasen was adjudged player of the match. Your email address will not be published. Required fields are marked * Comment Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Thanks a lot... Thank you for this detailed story about Kashmir... Sir, Govt should give reforms to People with car loan,person... Kashmiri news as a whole does not affect us, since living ou... Wow never seen someone taking about this so seriously.Keep i...",0
'Congress is deeply immersed in corruption': Rajasthan CM Sharma,,1
Man shoots himself in Rajasthan's Ajmer,,2
8 Best IPL Live Screening Spots In Jaipur To Watch RR Vs DC,"Hot Takes Nisha Pandey Credit: Instagram/delhicapitals Along with scrumptious food and live IPL screening, Jaipur Adda is the ultimate hangout for food as well as cricket lovers. Don’t forget to bask in the view of the Pink City from the top. Credit: Instagram/jaipuradda One of the most frequented sports cafes in Jaipur, WTF is the place you will want to go to truly immerse yourself in IPL fever. They also have exciting offers like beers @ Re. 1 for weekdays. Credit: Instagram/wtfsportslounge The cafe, known for its laid-back ambience, could also make a great spot to kick back and watch the match. Its delicious delicacies will pair well with your viewing experience. Credit: Instagram/cafethewarehouse To savour nectarous and aesthetically pleasing cocktails, head to Lounge 18 at the Marriott Hotel. They have several amazing offers ongoing for the cricket season. Credit: Instagram/jaipurmarriott Catch the live screening of Rajasthan Royals Vs Delhi Capitals at one of the hottest lounge bars in Jaipur, The Forresta. Gather your buddies for a round of cold brews and an exciting match. Credit: Instagram/theforresta The multicuisine lounge bar, offering modern Indian, Chinese and Italian fare, coupled with a vibrant decor is the perfect setting you will ask for to enjoy the upcoming IPL match. Credit: Instagram/theeclectica Visit Asteria, a terrace bar, serving different cuisines, cold brews and delicious cocktails, for today’s live IPL screening. Credit: Instagram/asteriajaipur Skyfall By Replay is a sleek and modern setting for cricket enthusiasts teamed with a plethora of cuisines like Mexican, Lebanese, Oriental, Italian, etc and different spirits and beers. Credit: Instagram/skyfall.jaipur Credit: X/IPL",0
Is Jaipur Development Authority bowing before 'sweet-treats'?,"Jaipur: The Jaipur Development Authority (JDA) is seemingly bowing before Shankar Mishthan Bhandar located at Gandhi Nagar turn on Tonk Road where three floors were illegally constructed above the ground floor of Shankar Mishthan Bhandar. Apart from this, illegal construction was also done behind this establishment. The JDA had sealed the upper three floors and the illegal construction at the rear on 8 November 2019. However, later on the order of JDA Appellate Tribunal dated 6 September 2022 and under the order of 14 July 2022 issued by the state government, this illegal construction was exempted from sealing for a period of six months on 21 March 2023. According to the order of the state government dated 14 July 2022, a condition was put for opening the seal wherein all illegal constructions should be removed within the next 2 months. But even after 4 months the illegal construction has not been removed. Government order says that if illegal construction is not removed within the stipulated period then JDA will seal this construction again and the cost of sealing action will be recovered from the builder only. And after this, prosecution proceedings will be taken against the builder in the concerned court in the next 30 days. It is clear in this order of the state government that disciplinary action will be taken against the officer who does not follow the order. But JDA officials, it appears, do not even care about this order of the government. First India is Rajasthan's own English Newspaper. We bring you the most exclusive news from the power corridors of Rajasthan along with the best of national, international and sports news from across the world. It takes far more intelligence and depth of character to understand and give in, than to argue and fight. It takes far more intelligence and depth of character to understand and give in, than to argue and fight. Jagdeesh Chandra (CEO & Editor) © 2020-23 FIRST EXPRESS PUBLISHERS. All rights reserved | IT Partner Kodecube Similar to the contextual text color classes, easily set the background of an element",1
"‘Our helicopter didn’t get permission to fly to Bikaner’, alleges Ashok 
Gehlot","‘Our helicopter didn’t get permission to fly to Bikaner’, alleges Ashok Gehlot Jaipur: Former Rajasthan Chief Minister Ashok Gehlot alleged on Wednesday that a helicopter carrying Congress leaders was not allowed to fly to the Bikaner Range. Addressing the nomination filing rally of Congress candidate Govindram Meghwal from the Bikaner Lok Sabha seat, Gehlot said, “Our helicopter was stopped in Jaipur and was not permitted to fly to the Bikaner Range.” He also said that BJP candidate Arjun Ram Meghwal should get an investigation done as to why the helicopter was not allowed to fly. “Helicopters are flying all over India for the upcoming elections, but our chopper was not allowed to fly,” Gehlot said. Meanwhile, state Congress chief Govind Singh Dotasra said, “We had to come to Bikaner by car from Jaipur after our copter was denied permission to fly.” Dotasra said after the pilot refused to fly the helicopter, they rushed to Bikaner by car as thousands of party workers were waiting there. Subscribe A password will be e-mailed to you. Username E-mail",2
PHED notice to 3 engrs found absent from duty in Udaipur,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
"4 held for trespass in Taragarh Palace, released on bail",10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,2
Traffic diversion for Raj Royals vs Delhi Capitals match today,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,2
"Gates of exam centre closed before time, say RU students",10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
Jaipur latest weather forecast ahead of RR vs DC IPL 2024 match today,"Rajasthan Royals (RR) are set to play their second consecutive game at home, at the Sawai Mansingh Stadium in Jaipur, when Delhi Capitals (DC) visit them on Thursday, March 28. RR began their IPL 2024 campaign on a bright note, beating Lucknow Super Giants (LSG) comfortably by 20 runs. BET NOW: Exclusive sign-up offers and bonuses when you bet on IPL action Meanwhile, Rishabh Pant's comeback to competitive cricket did not end positively, as DC were beaten by Punjab Kings (PBKS) by four wickets in Mullanpur. Ahead of the RR vs DC clash, The Sporting News takes a look at the weather forecast in Jaipur on Thursday. MORE: 'My name is just used to promote T20 cricket' - Kohli aims a dig at critics EXCLUSIVE IPL BONUSES AND OFFERS We can expect an uninterrupted game on Thursday, with no rain forecast for the match time (7:30 PM onwards). Unlike the first game, the temperatures are slightly lower, averaging 31.4°C. Humidity is low in the desert region, averaging 20%, which is said to be ideal humility level in Jaipur. Let's take a look at the hourly temperatures and probability of rainfall in Jaipur on matchday (all times are in IST). Chances of rain interrupting play in Jaipur: With 0% probability of rainfall during the match, it's safe to say that we are going to witness a full match on Thursday. If rain washes out the entire match or makes a result impossible, then each side will be awarded one point each. If play is possible after a significant rain delay, the DLS method will be used to determine adjusted targets for the chasing side, in order to complete the match. MORE: What is DLS, what does it stand for and how does it work in cricket? The IPL 2024 match between RR and DC will begin at 7:30 PM IST. Fans can watch the game on television via the Star Sports Network channel. You can also live stream the game for free on the JioCinema app and website. RR are favourites to win the IPL 2024 opening match against DC in Jaipur, per odds on Dafabet. MORE: Make your fantasy picks and win big prizes with Dafa News' exclusive fantasy IPL game! FOR THE BEST ODDS AND OFFERS ON ALL THE MATCHES If you purchase a product or register for an account through one of the links on our site, we may receive compensation. Parshva is a Content Producer for The Sporting News' India edition. Parshva is a Content Producer for The Sporting News' India edition.",1
"Mercury soars in Rajasthan, Phalodi hottest at 41.2 deg C","Follow Us Jaipur: The mercury levels soared in parts of Rajasthan on Wednesday and Phalodi district recorded the hottest temperature in the state at 41.2 degrees Celsius, an official said here. According to the meteorological centre in Jaipur, the maximum temperatures were recorded three to five degrees above normal in some parts of the Jodhpur division. The maximum temperatures in the rest of the state were recorded two to three degrees above the average, it said. No significant change is predicted for Thursday, after which the maximum temperatures will drop by one to two degrees, a Met department spokesperson said. Some places in the Ganganagar and Hanumangarh areas are likely to receive light rain on Wednesday, the official said. Due to the activation of a new western disturbance in some parts of the state on March 29 and 30, sudden strong winds with speeds of 30 to 40 kilometres per hour along with thunder and light rain are likely to hit some parts of Jodhpur, Bikaner, Jaipur, Bharatpur divisions, according to the weather office. #Elections2024",2
"Mercury soars in Rajasthan, Phalodi hottest at 41.2 deg C","Jaipur, Mar 27 (PTI) The mercury levels soared in parts of Rajasthan on Wednesday and Phalodi district recorded the hottest temperature in the state at 41.2 degrees Celsius, an official said here. According to the meteorological centre in Jaipur, the maximum temperatures were recorded three to five degrees above normal in some parts of the Jodhpur division. (function(v,d,o,ai){ai=d.createElement('script');ai.defer=true;ai.async=true;ai.src=v.location.protocol+o;d.head.appendChild(ai);})(window, document, '//a.vdo.ai/core/theprint/vdo.ai.js'); The maximum temperatures in the rest of the state were recorded two to three degrees above the average, it said. Show Full Article Jaipur, Mar 27 (PTI) The mercury levels soared in parts of Rajasthan on Wednesday and Phalodi district recorded the hottest temperature in the state at 41.2 degrees Celsius, an official said here. According to the meteorological centre in Jaipur, the maximum temperatures were recorded three to five degrees above normal in some parts of the Jodhpur division. (function(v,d,o,ai){ai=d.createElement('script');ai.defer=true;ai.async=true;ai.src=v.location.protocol+o;d.head.appendChild(ai);})(window, document, '//a.vdo.ai/core/theprint/vdo.ai.js'); The maximum temperatures in the rest of the state were recorded two to three degrees above the average, it said. Show Full Article According to the meteorological centre in Jaipur, the maximum temperatures were recorded three to five degrees above normal in some parts of the Jodhpur division. The maximum temperatures in the rest of the state were recorded two to three degrees above the average, it said. Show Full Article The maximum temperatures in the rest of the state were recorded two to three degrees above the average, it said. No significant change is predicted for Thursday, after which the maximum temperatures will drop by one to two degrees, a Met department spokesperson said. Some places in the Ganganagar and Hanumangarh areas are likely to receive light rain on Wednesday, the official said. Due to the activation of a new western disturbance in some parts of the state on March 29 and 30, sudden strong winds with speeds of 30 to 40 kilometres per hour along with thunder and light rain are likely to hit some parts of Jodhpur, Bikaner, Jaipur, Bharatpur divisions, according to the weather office. PTI AG BHJ IJT This report is auto-generated from PTI news service. ThePrint holds no responsibility for its content. var ytflag = 0; var myListener = function() { document.removeEventListener('mousemove', myListener, false); lazyloadmyframes(); }; document.addEventListener('mousemove', myListener, false); window.addEventListener('scroll', function() { if (ytflag == 0) { lazyloadmyframes(); ytflag = 1; } }); function lazyloadmyframes() { var ytv = document.getElementsByClassName(""klazyiframe""); for (var i = 0; i < ytv.length; i++) { ytv[i].src = ytv[i].getAttribute('data-src'); } } No significant change is predicted for Thursday, after which the maximum temperatures will drop by one to two degrees, a Met department spokesperson said. Some places in the Ganganagar and Hanumangarh areas are likely to receive light rain on Wednesday, the official said. Due to the activation of a new western disturbance in some parts of the state on March 29 and 30, sudden strong winds with speeds of 30 to 40 kilometres per hour along with thunder and light rain are likely to hit some parts of Jodhpur, Bikaner, Jaipur, Bharatpur divisions, according to the",2
"Rajasthan Royals hope to build on strong start as they face Delhi Capitals 
in IPL second match in Jaipur",IPL: Top 10 players to play more than 100 matches Players from each team to score fastest fifty in IPL SRH beat Mumbai Indians on record-breaking day Top five highest team totals in IPL history ​​IPL 2024: Chennai Super Kings thrash Gujarat Titans​ Most 200 plus totals by teams in IPL Top 7 bowler dismissing batsman most times in IPL Border-Gavaskar Trophy series schedule announced ​Top 10 players without a century in IPL ​Bowlers with the most maiden overs in IPL,1
"A new museum in Jaipur trains the spotlight on 2,000-year-old art of 
minakari enamelling","It has been set up by jeweller Sunita Shekhawat, curated by scholar Usha Balakrishnan Jaipur is always a good idea. Those who have visited the city come back often. The lure of staying in a haveli hotel is unmatched, more so since the ones in Jaipur are rather economical. Moreover, it is unarguably the biggest home for arts and crafts in India ever since 1727, when the then monarch of Amer, Sawai Jai Singh II, founded the city using vastu shastra (principles of design) and shilpi shastra (principles of the arts) to build the world’s most beautiful city. He even invited artisans and craftsmen from across India—jewellers, painters, silversmiths, carpet weavers, dyers and printers—to make Jaipur their home. The tradition continues. The most beautiful of everything in India is almost always found in Jaipur. It is thus one of India’s most popular tourist hubs and, thanks to its growing industry being Rajasthan’s capital, has a large expatriate population. The current ‘maharaja’, so to speak, Padmanabh Singh, from the former royal family, is doing his best to boost foreign tourism here. His mother, the beautiful Diya Kumari, is tipped to be the next chief minister after the upcoming assembly elections. Sunita Shekhawat is a well-known jewellery designer based in Jaipur. To celebrate her 25 years in the business, she put together The Museum of Meenakari Heritage (MOMH), which opened this week in the Pink City. “I wanted to be able to give back to the city that has given me so much,” Shekhawat says. Her children, Niharika and Digvijay, are also rather hands-on with their mother’s enterprise. “The museum is truly a vision of the people, for the people and by the people,” Shekhawat says. The museum has been curated by the well-regarded scholar, author and jewellery historian Dr Usha Balakrishnan, whose mastery of story-telling and research is evident on the walls just as Shekhawat’s mastery in enamelling is showcased in the jewellery. “I had approached Dr Balakrishnan for the ground floor space, and she suggested using it as a private gallery. As designers, we are very dependent on artisans, people need to see the beauty of what they can make with their hands from up-close, and understand the importance of their craft,” Shekhawat says. We are lucky to have a walk-through tour of the gallery with Dr Balakrishnan herself. “Sunita has revived the art of minakari so beautifully, I thought it would be appropriate to tell the history of the art here,” Dr Balakrishnan, wearing a handloom sari and her grandmother’s ruby-encrusted hair ornament, tells me. Minakari enamelling is more than 2000 years old, there's evidence of it in Greece, Mesopotamia and Etruscan cultures. Then it went through a lull and died out in Europe; it was revived in the Byzantine period again, during the Ottomans. But in India, in the excavations of Taxila and Sirkap, two enamelled necklaces were discovered which are now in the national museum. One is white and the other is light blue enamels. This was",0
"Samsung Galaxy Tab S9 Series Unveiling Colorful Strokes at Jaipur 
Literature Fest","As the literary world converged upon the vibrant city of Jaipur for the 17th Samsung Galaxy Tab S9 Series Jaipur Literature Festival, it wasn’t just about words on paper; it was a celebration of creativity, culture, and the digital age. As Samsung Galaxy Tabs S9 took the center stage as the presenting sponsor, the festival embraced a new dimension of tech innovation and expression. From February 1st to 5th, Hotel Clarks Amer in Jaipur resonated with the fusion of literature and technology, drawing in writers, readers, influencers, and thinkers from all corners. Samsung’s association with the festival wasn’t just a footnote; it was a vibrant fusion of creativity and innovation. The Galaxy Tab S9 Series brought a touch of modernity to the traditional landscape of literature, proving that in today’s digital age, even the most timeless of pursuits can benefit from a dash of tech-savvy flair. One of the highlights of Samsung’s presence at the festival was the specially curated ‘Creators Jam.’ Here, the marriage of art and technology took the spotlight as distinguished creators from diverse artistic backgrounds joined forces to craft masterpieces that captivated the imagination. In the mesmerizing ‘Mural of the Story,’ visual artist Shantanu Hazarika and muralist Athira Dev embarked on a journey inspired by H.G. Wells’ “The Time Machine.” With the Galaxy Tab S9 Ultra as their canvas, they seamlessly blended the past and the future, thanks to its versatile features. Hazarika praised the device’s measuring app, utilizing augmented reality to ensure precision, while Dev marveled at the eye care display that kept her vision fresh during long hours of creation. Meanwhile, in ‘Fabricated Tales,’ fashion designer Archana Kocchar and muralist Mamta Singh breathed life into traditional Banjara motifs. The Galaxy Tab S9 Ultra’s expansive display and responsive S Pen facilitated brainstorming sessions that felt as natural as doodling on paper. With the device’s multitasking capabilities, Singh delved into the history and meaning behind the art, seamlessly integrating research into their collaborative process. Beyond the realm of creation, Samsung’s ecosystem products were showcased in the Creator Jam booth and the specially curated Amazon booth. It was all about immersing attendees in an experience that celebrated the intersection of literature, art, and technology. As the festival drew to a close, attendees couldn’t help but marvel at the Galaxy Tab S9 Series, which served as the beating heart of creativity throughout the event. With its blend of innovation and functionality, it proved to be the perfect companion for writers, artists, and thinkers alike. In a world where the lines between tradition and modernity blur, Samsung’s Galaxy Tab S9 Series added a splash of color to the canvas of the Jaipur Literature Festival. As literature continues to evolve, so too does the technology that accompanies it, ushering in a new era of creativity and expression. And for those eager to dive into the world of Galaxy Tab S9 Series, the pricing starts at ₹ 56999* inviting you to embark on your own creative adventure, one colorful stroke at",1
Gemfields Emeralds Auction Fetches $17.1 Million At GJEPC's IRGSS In Jaipur,"Gemfields said its auction of commercial quality rough emeralds at the 9th India Rough Gemstone Sourcing Show (IRGSS), organised by the GJEPC, in Jaipur, from 5th to 23rd March 2024 realised total revenues of $17.1 million. Of the 43 lots offered for sale, 40 were sold (93%) at an average price of $4.45 per carat. Adrian Banks, Gemfields’ Managing Director of Product & Sales, commented: “We are pleased to conclude another successful Kagem auction, demonstrating that the commercial-quality emerald market remains in good shape and prices achieved are broadly in line with the September 2023 commercial-quality auction. This auction offering included large quantities of lower-quality emeralds which would normally be sold to smaller manufacturers in Jaipur via our direct sales channel. These parcels accounted for 55% of the auction by weight, resulting in the lower overall dollar-per-carat figure realised at this auction. The three unsold lots were also not typical auction grades, being one large cluster of low-quality crystals and two lots of ‘Fines’ comprised of small-size material. “We now look forward to our next higher-quality emerald and mixed-quality ruby auctions to be held in Bangkok over May and June 2024.” The auction lots were made available for private, in-person viewings by customers in Jaipur. Following the viewings, the auctions took place via an online auction platform specifically adapted for Gemfields and which permitted customers from multiple jurisdictions to participate in a sealed-bid process. The 47 auctions of Kagem gemstones held since July 2009 have generated $1,006 million in total revenues, reaching the $1 billion mark. During gold’s recent rise to record levels, Deccan Gold Mines… Gemological Science International (GSI) has launched a platform B2B GSI… Natural Diamond Council (NDC) named Okavango Diamond Company (ODC) as… Signet Jewelers reported a 6.3% decline in total sales to… Ahmed Bin Sulayem, Chair of the Kimberley Process (KP), led… FOLLOW US ON Copyright © 2020 GJEPC | Kwebmaker Copyright © 2021 GJEPC",1
"Study Abroad: Regional Choose France Tour 2024 to be held in Bhubaneswar, 
Jaipur","Study in France: The Choose France Tour is being organised by French Institute in India and Campus France, an agency of French government. Divyansh | March 27, 2024 | 03:24 PM IST NEW DELHI: The French government will host the Regional Choose France Tour 2024 in Bhubaneswar and Jaipur. The Choose France Tour is being organised to provide Indian students, especially high school graduates, various opportunities for advanced studies and access to scholarships at French institutions. The educational fairs are being organised by the Institute Français en Inde (French Institute in India), in partnership with Campus France. The Choose France Tour will provide guidance to international students seeking admission into higher education in France. Students will be provided free counselling sessions with Campus France managers and receive information on scholarships, visa options, and student life in France. The students will also have the opportunity to interact with representatives of over a dozen top universities, Grandes Ecoles and other private institutes. The Institute Francais en Inde have collaborated with educational institutions such as Nirma University Ahmedabad, MIT World Peace University Pune, KIIT University Bhubaneswar and Manipal University Jaipur. Also read Study Abroad: Indian students constitute 25% foreign graduates in United States, says US Embassy “France is a top destination for international education. It is estimated that out of the 2.5 million students pursuing higher education in France, foreign students, including many from India, make up about 12% of the total. France's reputation as a robust economy focused on innovation and progress attracts foreign students, as well as its renowned way of life,” the French Institute of India said. France has more than 3,500 public and private institutions of higher education, including 72 universities, 25 multi-institute campuses, 271 doctoral schools, 227 engineering schools, 220 business and management schools, 45 post-secondary public schools of art, 22 schools of architecture, and 3,000 private schools and institutes. Over 1700 programs open to international students are taught in English. Earlier the Choose France Tour was successfully held in Ahmedabad and Pune. Follow us for the latest education news on colleges and universities, admission, courses, exams, research, education policies, study abroad and more.. To get in touch, write to us at news@careers360.com. Universities and Colleges Admissions Service (UCAS) figures showed that applications from India dropped 4% compared to last year to 8,770. Start you preparation journey for JEE / NEET for free today with our APP",1
"‘Shashi Tharoor was ready to attend a session of Jaipur Dialogues’, claims 
Sunil Sharma","Home » INSIGHT » ‘Shashi Tharoor was ready to attend a session of Jaipur Dialogues’, claims Sunil Sharma Posted By: Gopi March 26, 2024 Jaipur, March 27 (SocialNews.XYZ) Former Congress candidate from Jaipur constituency for the upcoming Lok Sabha polls Sunil Sharma, who was replaced by ex-Rajasthan minister Pratap Singh Khachariyawas over the 'Jaipur Dialogues' row, on Tuesday criticised party leader Shashi Tharoor, saying the Thiruvananthapuram MP should also give up his ticket as he was ready to come to the show (which has right-leaning views) to participate in a session. Sunil Sharma also claimed that Shashi Tharoor asked for five-star accommodation and a business class ticket. Tharoor had earlier slammed Sharma after he was given a Congress ticket, saying the latter was closely linked to 'Jaipur Dialogues'. At a press conference on Tuesday, Sunil Sharma said that Tharoor was ready to come to 'Jaipur Dialogues', and had even praised it. ""Now, since I have returned the ticket, Tharoor should also do that,"" he said. ""Tharoor was ready to come to Jaipur Dialogues in October 2018... he had a session with David Frawley. I am giving documentary evidence of the bargain he made. Tharoor's office asked to provide business class tickets and five-star hotel facilities to attend the programme. Sanjay Dixit, the man behind 'Jaipur Dialogues', had approved his request. ""When Tharoor was messaged, he accepted the invite and asked him to send the invitation to his office email address and complete the remaining formalities,"" he added. Sunil Sharma further said: ""By staying in Congress, I will expose those who blackmail the party by calling themselves progressive. Those who praised this organisation raised questions about me for sharing the stage."" Source: IANS Gopi Adusumilli is a Programmer. He is the editor of SocialNews.XYZ and President of AGK Fire Inc. He enjoys designing websites, developing mobile applications and publishing news articles on current events from various authenticated news sources. When it comes to writing he likes to write about current world politics and Indian Movies. His future plans include developing SocialNews.XYZ into a News website that has no bias or judgment towards any. He can be reached at gopi@socialnews.xyzMail | Web | Twitter Gopi Adusumilli is a Programmer. He is the editor of SocialNews.XYZ and President of AGK Fire Inc. He enjoys designing websites, developing mobile applications and publishing news articles on current events from various authenticated news sources. When it comes to writing he likes to write about current world politics and Indian Movies. His future plans include developing SocialNews.XYZ into a News website that has no bias or judgment towards any. He can be reached at gopi@socialnews.xyz Copyright 2024 | AGK FIRE INC| Terms of Service / Privacy Policy | Contact Us",1
"IPL 2024: Ahead Of RR Vs DC In Jaipur, Try 7 Street Foods From The Pink 
City ","By Krati Purwar March 27, 2024 As Rajasthan Royals (RR) and Delhi Capitals (DC) prepare for the face-off on March 27, 2024, in Jaipur, fans are heading to the Pink City. The capital of Rajasthan is known for its lip-smacking street food, and you should try some of the most famous dishes after witnessing the game. If you are in Jaipur, you must try the famous pyaaz kachori with sweet and spicy chutneys. The best place to try this dish is Rawat Mishthan Bhandar. Located on MI Road is AI Bake which serves mouth-watering kathi rolls. From chicken tikka to shawarma, you can pick from the variety that they offer. If you are in Jaipur, mutton tikka in Puniya Complex is a must-try for every foodie. The succulent and spicy meaty treat costs not more than Rs 400 for two. Just the mention of kachori filled with lip-smacking filling can make anyone’s mouth water. Try it at Radhe Kachori Wale and Puran Ji Kachori Wala. If you love to devour spicy food, head to Mohan Mirchi Bada shop in Jaipur to try this spicy treat. Steam will come out of your ears, but it will be worth it. Dal baati churma is among the popular Rajasthani delicacies that you must relish in Jaipur. Visit Rajasthan Thali Dal Bati Churma and enjoy other regional dishes as well. When in the Pink City, a foodie should try sweet dishes like ghewar and kulfi. While ghewar is made using flour, kulfi is a milk-based delight. Click Here For More",0
4 of Moga family die in Rajasthan car-bus crash,"Subscribe Now! Get features like Jaipur : Four members of a family, including a toddler, were killed and another seriously injured in a head-on collision between a roadways bus and a car on Tuesday in Rajasthan’s Ganganagar district, police said. Chunavadh sub-inspector Rajeev Rayal said the family had come from Punjab’s Moga to meet their relatives in Padampur when the accident took place near Tatarsar village in Ganganagar. Kuldeep Kaur, 55, her son Surajveer, 32, his wife Mandeep Kaur, 32, and their one-year-old daughter Vani died on the spot. While Surajveer’s sister Manveer Kaur was injured and rushed to a hospital, Rayal said. The bus driver fled from the scene, he added. A case has been registered and the bodies have been sent to a hospital for post-mortem. Further procedure will be conducted when other family members arrive, he said.",2
"Weather forecast and conditions for Shastri Nagar, Rajasthan","06:19 18:43 May cause minor breathing discomfort to sensitive people. Grass pollen is moderate in your area We recognise our responsibility to use data and technology for good. We may use or share your data with our data vendors. Take control of your data. © The Weather Company, LLC 2024",1
Form special grievance cell in each dept: High court to chief secretary,10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,1
