Title,Description,Labels
30 Best Los Angeles Attractions That You Should See in 2024 - Time Out,30 Best Los Angeles Attractions That You Should See in 2024  Time Out,0
'The people are free': How a governor turned a 'no-go' city into a tourist hotspot in just 26 days - Sky News,'The people are free': How a governor turned a 'no-go' city into a tourist hotspot in just 26 days  Sky News,1
Tourist hotspot Rhodes burns as successive deadly heat waves ravage Greece - The Associated Press,Tourist hotspot Rhodes burns as successive deadly heat waves ravage Greece  The Associated Press,1
US warning tourists to avoid popular travel destination after 18 murders this month - AL.com,US warning tourists to avoid popular travel destination after 18 murders this month  AL.com,1
Desperate Canary Islands president begs Brits to visit hols hotspot after furious locals branded them... - The Sun,Desperate Canary Islands president begs Brits to visit hols hotspot after furious locals branded them...  The Sun,1
The 12 Very Best Attractions in Prague | Best Places to See in Prague - Time Out,The 12 Very Best Attractions in Prague | Best Places to See in Prague  Time Out,0
Expat in Spain issues stark warning about moving to popular hotspot as it becomes a 'ghost town' when tourists leave - GB News,Expat in Spain issues stark warning about moving to popular hotspot as it becomes a 'ghost town' when tourists leave  GB News,2
Tourist Hotspot Named Maine's Most Family-Friendly City - wcyy.com,Tourist Hotspot Named Maine's Most Family-Friendly City  wcyy.com,0
Thai tourist hotspot is rapidly running out of fresh water - New York Post,Thai tourist hotspot is rapidly running out of fresh water  New York Post,1
Warning as European tourist hotspot declares state of emergency - The Independent,Warning as European tourist hotspot declares state of emergency  The Independent,1
"Venice, international travel hotspot, to charge daily tourists a fee next year - Fox Business","Venice, international travel hotspot, to charge daily tourists a fee next year  Fox Business",1
Will ‘Brand UP’ make the Indian state a global tourist hotspot? - Travel And Tour World,Will ‘Brand UP’ make the Indian state a global tourist hotspot?  Travel And Tour World,1
British tourists sent warning as popular holiday hotspot may be hit with major water restriction - The Mirror,British tourists sent warning as popular holiday hotspot may be hit with major water restriction  The Mirror,1
24 of the Most Dangerous Tourist Attractions on Earth - 24/7 Wall St.,24 of the Most Dangerous Tourist Attractions on Earth  24/7 Wall St.,1
The 12 Best Attractions in Venice | Best Things to Do in Venice - Time Out,The 12 Best Attractions in Venice | Best Things to Do in Venice  Time Out,0
Mexican Travel Hotspot Breaks Tourism Records in 2023 - TravelPulse,Mexican Travel Hotspot Breaks Tourism Records in 2023  TravelPulse,1
The 6 Best Portable Wi-Fi Hotspots of 2024 - Travel + Leisure,The 6 Best Portable Wi-Fi Hotspots of 2024  Travel + Leisure,1
Why Hanoi Wants Tourists to Stop Visiting One of Its Most Popular Attractions - TIME,Why Hanoi Wants Tourists to Stop Visiting One of Its Most Popular Attractions  TIME,0
15 best places to visit in Mexico - Lonely Planet Travel News,15 best places to visit in Mexico  Lonely Planet Travel News,1
21 Best Attractions in Manhattan to Visit | Best Things to Do in NYC - Time Out,21 Best Attractions in Manhattan to Visit | Best Things to Do in NYC  Time Out,0
Are Seattle's iconic tourist attractions worth a visit? We tried out 5 - The Seattle Times,Are Seattle's iconic tourist attractions worth a visit? We tried out 5  The Seattle Times,0
The world’s top city destinations for 2023 revealed - CNN,The world’s top city destinations for 2023 revealed  CNN,1
Riyadh Air's CEO wants to make Saudi Arabia a tourist hotspot - Fortune,Riyadh Air's CEO wants to make Saudi Arabia a tourist hotspot  Fortune,1
Life cycle assessment to address the environmental impacts of tourism in a Spanish tourist destination: The case of ... - ScienceDirect.com,Life cycle assessment to address the environmental impacts of tourism in a Spanish tourist destination: The case of ...  ScienceDirect.com,1
Selfie fines and towel bans: The weirdest crackdowns on tourist behaviour in 2023 - Euronews,Selfie fines and towel bans: The weirdest crackdowns on tourist behaviour in 2023  Euronews,1
British holidaymaker warning as popular UK hotspot considers 'tourist tax' in new clamp down - The Mirror,British holidaymaker warning as popular UK hotspot considers 'tourist tax' in new clamp down  The Mirror,1
"Athens Is A Tourist Hotspot, But Also A Great Retirement Destination - TheTravel","Athens Is A Tourist Hotspot, But Also A Great Retirement Destination  TheTravel",1
Spain's biggest tourist hotspot bans bikinis and going topless as Brits warned they risk £500 fines - The Mirror,Spain's biggest tourist hotspot bans bikinis and going topless as Brits warned they risk £500 fines  The Mirror,2
Grim warning for Aussie tourist hotspot - Yahoo News Australia,Grim warning for Aussie tourist hotspot  Yahoo News Australia,1
Bryan Transforms a Brewer's Village Tourist Destination - HGTV Canada,Bryan Transforms a Brewer's Village Tourist Destination  HGTV Canada,1
Tourist hotspot given urgent warning over 'ticking time bomb' shipwreck near coast - LADbible,Tourist hotspot given urgent warning over 'ticking time bomb' shipwreck near coast  LADbible,1
Microsoft says listing the Ottawa Food Bank as a tourist destination wasn't the result of 'unsupervised AI' - The Verge,Microsoft says listing the Ottawa Food Bank as a tourist destination wasn't the result of 'unsupervised AI'  The Verge,1
Tourists astonished by crocodiles' clever act at famous tourist hotspot - Yahoo News Australia,Tourists astonished by crocodiles' clever act at famous tourist hotspot  Yahoo News Australia,1
Iconic Edinburgh street is named Scotland's 'most overrated tourist trap' - Daily Record,Iconic Edinburgh street is named Scotland's 'most overrated tourist trap'  Daily Record,1
Spain holiday warning as water restrictions could be imposed in hotspot due to drought - Chronicle Live,Spain holiday warning as water restrictions could be imposed in hotspot due to drought  Chronicle Live,1
Italians return to face masks as air pollution warning hits tourist hotspot - The Independent,Italians return to face masks as air pollution warning hits tourist hotspot  The Independent,1
Volunteers help maintain steps towards tourist hotspot - Yahoo News UK,Volunteers help maintain steps towards tourist hotspot  Yahoo News UK,1
Seized 'Israeli ship' Galaxy Leader becomes tourist hotspot - Ynetnews,Seized 'Israeli ship' Galaxy Leader becomes tourist hotspot  Ynetnews,1
Holidaymakers at risk after killer dengue fever is detected at tourist hotspot – 14 signs you must know... - The US Sun,Holidaymakers at risk after killer dengue fever is detected at tourist hotspot – 14 signs you must know...  The US Sun,2
Dubai hit by mass FLOODING: Major thunderstorms spark chaos across tourist hotspot after freak weather strikes - GB News,Dubai hit by mass FLOODING: Major thunderstorms spark chaos across tourist hotspot after freak weather strikes  GB News,1
Experts Predict The Most Popular Travel Destinations Of 2024 - HuffPost,Experts Predict The Most Popular Travel Destinations Of 2024  HuffPost,1
Vietnam emerging as Southeast Asia's new tourist hot spot - DW (English),Vietnam emerging as Southeast Asia's new tourist hot spot  DW (English),1
Seven Aussie locations named among world's most boring attractions - Sky News Australia,Seven Aussie locations named among world's most boring attractions  Sky News Australia,0
South Carolina city named nation’s No. 1 place to visit — and one of the world’s best - The State,South Carolina city named nation’s No. 1 place to visit — and one of the world’s best  The State,1
Americans warned not to use dating apps in Colombia after 8 ‘suspicious deaths’ - The Hill,Americans warned not to use dating apps in Colombia after 8 ‘suspicious deaths’  The Hill,1
Fascinating map reveals the most OVERPRICED tourist hotspots across the globe (and Harry Potter fans will be s - Daily Mail,Fascinating map reveals the most OVERPRICED tourist hotspots across the globe (and Harry Potter fans will be s  Daily Mail,1
Brits warned over epidemic in tourist hotspot with vital tips to stay safe and how to spot symptoms - My London,Brits warned over epidemic in tourist hotspot with vital tips to stay safe and how to spot symptoms  My London,1
Telecom Italia tackles tourist hotspot - Mobile World Live,Telecom Italia tackles tourist hotspot  Mobile World Live,1
INTERVIEW – Albania seeks to reinvent itself as top-tier tourist hotspot - SeeNews,INTERVIEW – Albania seeks to reinvent itself as top-tier tourist hotspot  SeeNews,1
Can Ayodhya be India's biggest tourist hotspot? | Mint - Mint,Can Ayodhya be India's biggest tourist hotspot? | Mint  Mint,1
50 Best Attractions in London for 2023 | Best Things to Do in London - Time Out London,50 Best Attractions in London for 2023 | Best Things to Do in London  Time Out London,0
Inforegio - Croatia's Medvednica Nature Park gets new visitor's centre and tourist attractions - European Commission,Inforegio - Croatia's Medvednica Nature Park gets new visitor's centre and tourist attractions  European Commission,0
Worst-rated tourist sites across the globe revealed: 'grubby' US spot tops list - New York Post,Worst-rated tourist sites across the globe revealed: 'grubby' US spot tops list  New York Post,1
Spanish tourist hotspot desperate to limit holiday rentals as it threatens £128k fines - Express,Spanish tourist hotspot desperate to limit holiday rentals as it threatens £128k fines  Express,1
Survey reveals why people choose to visit Florida - University of Florida,Survey reveals why people choose to visit Florida  University of Florida,1
11 Best Attractions in Porto for 2024 | Best Things to Do in Porto - Time Out,11 Best Attractions in Porto for 2024 | Best Things to Do in Porto  Time Out,0
Tourist hotspot reopens to the public for Easter following landslide nightmare - Nine Shows,Tourist hotspot reopens to the public for Easter following landslide nightmare  Nine Shows,1
Visitors to Spain's biggest tourist hotspot could face £250 fines if caught in your bikini - Express,Visitors to Spain's biggest tourist hotspot could face £250 fines if caught in your bikini  Express,1
A Guide to Free Things to Do in Philly for 2023 - Visit Philadelphia,A Guide to Free Things to Do in Philly for 2023  Visit Philadelphia,1
Do lockdown drills do more harm than good? - Yahoo! Voices,Do lockdown drills do more harm than good?  Yahoo! Voices,1
Lockdown lifted at Grand Forks Air Force Base after report of gunshot - AirForceTimes.com,Lockdown lifted at Grand Forks Air Force Base after report of gunshot  AirForceTimes.com,1
Lockdown lifted at 2 Dougherty Co. schools - WALB,Lockdown lifted at 2 Dougherty Co. schools  WALB,1
"25 years after Columbine, school lockdown drills are common. Students say they cause anxiety and fear — and want to see change. - CBS News","25 years after Columbine, school lockdown drills are common. Students say they cause anxiety and fear — and want to see change.  CBS News",1
queensbury schools in lockdown as officials seek person - The Post Star,queensbury schools in lockdown as officials seek person  The Post Star,1
Police: Injured man found in parking lot of elementary school prompts brief lockdown - WLWT Cincinnati,Police: Injured man found in parking lot of elementary school prompts brief lockdown  WLWT Cincinnati,1
"Men incarcerated at Leavenworth say lockdown, rats inside make them feel ‘less than human’ - Kansas City Star","Men incarcerated at Leavenworth say lockdown, rats inside make them feel ‘less than human’  Kansas City Star",1
"Lockdown lifted, person detained after reports of student armed with a gun at Blanche Ely High School - NBC 6 South Florida","Lockdown lifted, person detained after reports of student armed with a gun at Blanche Ely High School  NBC 6 South Florida",1
Lockdown lifted after false report of student with weapon at Lake Belton HS - KCENTV.com,Lockdown lifted after false report of student with weapon at Lake Belton HS  KCENTV.com,1
West ISD placed on lockdown April 18 after student typed reference to gun in Google slides presentation - KWTX,West ISD placed on lockdown April 18 after student typed reference to gun in Google slides presentation  KWTX,1
"1 detained, lockdown lifted at Blanche Ely High School in Pompano Beach after reports of student with gun on campus - WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale","1 detained, lockdown lifted at Blanche Ely High School in Pompano Beach after reports of student with gun on campus  WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale",1
Injured man found in Tri-State school parking lot prompts temporary lockdown - FOX19,Injured man found in Tri-State school parking lot prompts temporary lockdown  FOX19,1
'Staff and students did an amazing job': Walker PD addresses school lockdown - FOX 17 West Michigan News,'Staff and students did an amazing job': Walker PD addresses school lockdown  FOX 17 West Michigan News,1
Lockdown lifts at Grand Forks Air Force Base in North Dakota after report of a single gunshot - ABC News,Lockdown lifts at Grand Forks Air Force Base in North Dakota after report of a single gunshot  ABC News,1
‘Swatting' call led to lockdown at Brass Mill Center in Waterbury: police - NBC Connecticut,‘Swatting' call led to lockdown at Brass Mill Center in Waterbury: police  NBC Connecticut,1
Lockdown cleared at Champlain Valley Physician's Hospital in Plattsburgh - WPTZ,Lockdown cleared at Champlain Valley Physician's Hospital in Plattsburgh  WPTZ,1
"Armed teen near area of Monroe High, school on lockdown - WALB","Armed teen near area of Monroe High, school on lockdown  WALB",1
"Caller Threatened Shooting At CB East, Prompting Lockdown - Patch","Caller Threatened Shooting At CB East, Prompting Lockdown  Patch",1
"Lockdown lifted after threat reported at Midtown High, school officials say - Atlanta News First","Lockdown lifted after threat reported at Midtown High, school officials say  Atlanta News First",1
"Lockdown at S. Beauregard Junior High lifted, suspect identified - KPLC","Lockdown at S. Beauregard Junior High lifted, suspect identified  KPLC",1
"Woodmont Elementary in Montville Placed on Lockdown | Montville, NJ News TAPinto - TAPinto.net","Woodmont Elementary in Montville Placed on Lockdown | Montville, NJ News TAPinto  TAPinto.net",1
"Chico police lift lockdown on Arbutus Avenue, no crime found - KRCR","Chico police lift lockdown on Arbutus Avenue, no crime found  KRCR",1
"Naperville schools lock down, residents asked to shelter in place after shooting - NBC Chicago","Naperville schools lock down, residents asked to shelter in place after shooting  NBC Chicago",1
"West Clermont Middle School student in custody after lockdown, sheriffs say - FOX19","West Clermont Middle School student in custody after lockdown, sheriffs say  FOX19",1
Carjacking investigation leads to ‘soft lockdown’ at schools in Henderson - KLAS - 8 News Now,Carjacking investigation leads to ‘soft lockdown’ at schools in Henderson  KLAS - 8 News Now,1
"Naperville shooting investigation near Clow Elementary School prompts school lockdowns; suspect in custody, police say - WLS-TV","Naperville shooting investigation near Clow Elementary School prompts school lockdowns; suspect in custody, police say  WLS-TV",1
Midtown High Morningside Elementary Atlanta lockdown lifted | 11alive.com - 11Alive.com WXIA,Midtown High Morningside Elementary Atlanta lockdown lifted | 11alive.com  11Alive.com WXIA,1
"ALERT: Threat Reported At West Ottawa Schools, Lockdown In Place - wkfr.com","ALERT: Threat Reported At West Ottawa Schools, Lockdown In Place  wkfr.com",1
Police: Carjacking prompts lockdowns at two Las Vegas-area schools; suspects outstanding - Fox 5 Las Vegas,Police: Carjacking prompts lockdowns at two Las Vegas-area schools; suspects outstanding  Fox 5 Las Vegas,1
UPDATE: Findlay High School on level 3 lockdown - 1330 WFIN,UPDATE: Findlay High School on level 3 lockdown  1330 WFIN,1
"2 San Francisco jails on lockdown as deputies, union call for National Guard - NBC Bay Area","2 San Francisco jails on lockdown as deputies, union call for National Guard  NBC Bay Area",1
UPDATE: Green Bay Preble High and Danz Elementary’s ‘secure the building’ has been lifted - WeAreGreenBay.com,UPDATE: Green Bay Preble High and Danz Elementary’s ‘secure the building’ has been lifted  WeAreGreenBay.com,1
Lockdown Bullpen Secures CofC Win over Tribe - Live 5 News WCSC,Lockdown Bullpen Secures CofC Win over Tribe  Live 5 News WCSC,1
Updated: 'All clear' at Grand Forks Air Force Base following hours-long lockdown - Grand Forks Herald,Updated: 'All clear' at Grand Forks Air Force Base following hours-long lockdown  Grand Forks Herald,1
"""I started running in lockdown for my mental health - four years on, I'm one of the fastest female marathon runners in the ... - Marie Claire UK","""I started running in lockdown for my mental health - four years on, I'm one of the fastest female marathon runners in the ...  Marie Claire UK",1
Lake Belton HS locked down after report of weapon on campus - KWKT - FOX 44,Lake Belton HS locked down after report of weapon on campus  KWKT - FOX 44,1
Lockdown at Fort Hancock High lifted after minor shot gun near school - KVIA,Lockdown at Fort Hancock High lifted after minor shot gun near school  KVIA,1
"Lockdown lifted at 1 of 2 San Francisco jails after deputies, staff injured in inmate attacks, sheriff says - KGO-TV","Lockdown lifted at 1 of 2 San Francisco jails after deputies, staff injured in inmate attacks, sheriff says  KGO-TV",1
POLICE: Man shows up to hospital with gunshot wounds following shooting that prompted school lockdowns - WITN,POLICE: Man shows up to hospital with gunshot wounds following shooting that prompted school lockdowns  WITN,1
"‘Of course it's scary': Schools lock down, residents asked to shelter-in-place following Naperville shooting - NBC Chicago","‘Of course it's scary': Schools lock down, residents asked to shelter-in-place following Naperville shooting  NBC Chicago",1
"Shooting causes businesses, schools to go on lockdown - Rio Grande Sun","Shooting causes businesses, schools to go on lockdown  Rio Grande Sun",1
Lockdown to blame for 'concerning' jump in number of potentially deadly falls - MSN,Lockdown to blame for 'concerning' jump in number of potentially deadly falls  MSN,1
"Harding Middle School student, 13, charged after false shooting report causes lockdown - KGAN TV","Harding Middle School student, 13, charged after false shooting report causes lockdown  KGAN TV",1
"2 arrested at Gloucester High construction site after argument breaks out, deputies say - 13newsnow.com WVEC","2 arrested at Gloucester High construction site after argument breaks out, deputies say  13newsnow.com WVEC",1
"Lockdown lifted at Charles W. Flanagan High School in Pembroke Pines after reports of suspicious phone call - WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale","Lockdown lifted at Charles W. Flanagan High School in Pembroke Pines after reports of suspicious phone call  WSVN 7News | Miami News, Weather, Sports | Fort Lauderdale",1
Chi middle and high schools on lockdown briefly after report of armed man in area - The Delaware County Daily Times,Chi middle and high schools on lockdown briefly after report of armed man in area  The Delaware County Daily Times,1
Gunshot report triggers lockdown at Grand Forks Air Force Base - Fox News,Gunshot report triggers lockdown at Grand Forks Air Force Base  Fox News,1
Juvenile charged with Naperville aggravated robbery in which 22-year-old man was shot - Chicago Tribune,Juvenile charged with Naperville aggravated robbery in which 22-year-old man was shot  Chicago Tribune,1
Swatting hoax puts Midtown High School on lockdown - Rough Draft Atlanta,Swatting hoax puts Midtown High School on lockdown  Rough Draft Atlanta,1
Shots fired forces two Pitt county schools into a lockdown - WCTI12.com,Shots fired forces two Pitt county schools into a lockdown  WCTI12.com,1
"Lockdowns lifted at Preble High School, Danz Elementary following 'outside concern' - WBAY","Lockdowns lifted at Preble High School, Danz Elementary following 'outside concern'  WBAY",1
Lake Belton HS on lockdown | Region | kdhnews.com - The Killeen Daily Herald,Lake Belton HS on lockdown | Region | kdhnews.com  The Killeen Daily Herald,1
"Alarm Malfunction Triggers Lockdown, Massive Law Enforcement Response At Westwood HS - Daily Voice","Alarm Malfunction Triggers Lockdown, Massive Law Enforcement Response At Westwood HS  Daily Voice",1
About 1 in 4 U.S. teachers say their school went into a gun-related lockdown in the last school year - Pew Research Center,About 1 in 4 U.S. teachers say their school went into a gun-related lockdown in the last school year  Pew Research Center,1
"Wellington schools, healthcare centers on lockdown Monday after reported threat - KAMR - MyHighPlains.com","Wellington schools, healthcare centers on lockdown Monday after reported threat  KAMR - MyHighPlains.com",1
'Stress Positions': John Early and Theda Hammel on Lockdown Comedy - IndieWire,'Stress Positions': John Early and Theda Hammel on Lockdown Comedy  IndieWire,1
San Francisco jails lock down after alleged assaults on staff - Los Angeles Times,San Francisco jails lock down after alleged assaults on staff  Los Angeles Times,1
"CB East, Holicong Go Into Lockdown After Threatening Phone Call - TAPinto.net","CB East, Holicong Go Into Lockdown After Threatening Phone Call  TAPinto.net",1
"Naperville, Illinois Shooting: Lockdown Imposed As Police Investigates Deady Gunfire Near Leach and Leverenz - Times Now","Naperville, Illinois Shooting: Lockdown Imposed As Police Investigates Deady Gunfire Near Leach and Leverenz  Times Now",1
Violent attacks on deputies continue despite lockdown at San Francisco jails - NBC Bay Area,Violent attacks on deputies continue despite lockdown at San Francisco jails  NBC Bay Area,1
"Lockdowns lifted for Findlay schools, possible ""swatting"" call at FHS - The Courier","Lockdowns lifted for Findlay schools, possible ""swatting"" call at FHS  The Courier",1
"Gloucester HS temporarily on lockdown Tuesday, weapon reported on campus - WAVY.com","Gloucester HS temporarily on lockdown Tuesday, weapon reported on campus  WAVY.com",1
Broward high school placed on lockdown on reports of armed person on campus - Miami Herald,Broward high school placed on lockdown on reports of armed person on campus  Miami Herald,1
Yukon High School Lockdown Lifted After Stabbing Incident - news9.com KWTV,Yukon High School Lockdown Lifted After Stabbing Incident  news9.com KWTV,1
Police holding 'juvenile person of interest' in Naperville shooting - Daily Herald,Police holding 'juvenile person of interest' in Naperville shooting  Daily Herald,1
HPS Releases Message Regarding School Lockdowns | 1450 AM 99.7 FM WHTC | Holland - WHTC,HPS Releases Message Regarding School Lockdowns | 1450 AM 99.7 FM WHTC | Holland  WHTC,1
Alleged after hours club receives lockdown warning from Binghamton officials - WBNG,Alleged after hours club receives lockdown warning from Binghamton officials  WBNG,1
"Shooting in Naperville, IL on Leach Drive stemmed from robbery, caused several schools to go on lockdown: police - WLS-TV","Shooting in Naperville, IL on Leach Drive stemmed from robbery, caused several schools to go on lockdown: police  WLS-TV",1
Classes canceled after threats found on multiple school campuses - KHON2,Classes canceled after threats found on multiple school campuses  KHON2,1
Strip placed on lockdown after A-Day game - wvua23.com,Strip placed on lockdown after A-Day game  wvua23.com,1
New York inmates are suing to watch the solar eclipse after state orders prisons locked down - The Associated Press,New York inmates are suing to watch the solar eclipse after state orders prisons locked down  The Associated Press,1
"San Francisco jails on lockdown, request help from National Guard amid attacks on deputies - Fox News","San Francisco jails on lockdown, request help from National Guard amid attacks on deputies  Fox News",1
Lockdown lifted after false report of student with weapon at Lake Belton HS - KCENTV.com,Lockdown lifted after false report of student with weapon at Lake Belton HS  KCENTV.com,1
Yukon High School Lockdown Lifted After Fabricated Stabbing Incident - news9.com KWTV,Yukon High School Lockdown Lifted After Fabricated Stabbing Incident  news9.com KWTV,1
Update on Active Shooter Threat at SUU | SUU - Southern Utah University,Update on Active Shooter Threat at SUU | SUU  Southern Utah University,1
"San Francisco jails under lockdown amid attacks on deputies, calls made for National Guard request - KTVU FOX 2 San Francisco","San Francisco jails under lockdown amid attacks on deputies, calls made for National Guard request  KTVU FOX 2 San Francisco",1
"Overcrowding, assaults prompted jail lockdowns, SF Sheriff says - Mission Local","Overcrowding, assaults prompted jail lockdowns, SF Sheriff says  Mission Local",1
Lockdown lifted at Brass Mill Center mall after swatting incident - Eyewitness News 3,Lockdown lifted at Brass Mill Center mall after swatting incident  Eyewitness News 3,1
Lockdown lifted at Las Vegas-area high school after report of weapon unfounded - Fox 5 Las Vegas,Lockdown lifted at Las Vegas-area high school after report of weapon unfounded  Fox 5 Las Vegas,1
"Gunshots lead to lockdown of schools in Alpine, warrant for man's arrest – The Big Bend Sentinel - The Big Bend Sentinel","Gunshots lead to lockdown of schools in Alpine, warrant for man's arrest – The Big Bend Sentinel  The Big Bend Sentinel",1
"Another attack at SF Jail: One facility reopens Wednesday, while the other remains under lockdown - KTVU FOX 2 San Francisco","Another attack at SF Jail: One facility reopens Wednesday, while the other remains under lockdown  KTVU FOX 2 San Francisco",1
"BREAKING: Belton, Texas High School Placed On Lockdown - ktemnews.com","BREAKING: Belton, Texas High School Placed On Lockdown  ktemnews.com",1
Two SF County Jails on Lockdown Amidst Reported Rash of Attacks on Deputies - SFist,Two SF County Jails on Lockdown Amidst Reported Rash of Attacks on Deputies  SFist,1
SUU lockdown lifted hours after active shooter threat - KSL NewsRadio,SUU lockdown lifted hours after active shooter threat  KSL NewsRadio,1
Video during lockdown gets Gloucester student suspended - WAVY.com,Video during lockdown gets Gloucester student suspended  WAVY.com,1
UPDATE: Lockdown Lifted at Grand Forks Air Force Base After Report of Gunshot Fired - KVRR,UPDATE: Lockdown Lifted at Grand Forks Air Force Base After Report of Gunshot Fired  KVRR,1
"5 schools went on lockdown for false report in Lancaster County, Pa. - WGAL Susquehanna Valley Pa.","5 schools went on lockdown for false report in Lancaster County, Pa.  WGAL Susquehanna Valley Pa.",1
"Grand Forks AFB Shooting: No Active Shooter At North Dakota Air Force Base, Police Impose Lockdown - Times Now","Grand Forks AFB Shooting: No Active Shooter At North Dakota Air Force Base, Police Impose Lockdown  Times Now",1
FMHS put on short lockdown - Pen City Current,FMHS put on short lockdown  Pen City Current,1
"Ten days removed from a lockdown, District 87 is reviewing it's procedures and protocols - WJBC News","Ten days removed from a lockdown, District 87 is reviewing it's procedures and protocols  WJBC News",1
Blanche Ely High School on Lockdown as Deputies Investigate Reports of Armed Individual on Campus in Pompano ... - Hoodline,Blanche Ely High School on Lockdown as Deputies Investigate Reports of Armed Individual on Campus in Pompano ...  Hoodline,1
"Lockdowns to be lifted at 2 San Francisco jails following attacks on deputies, staff - CorrectionsOne","Lockdowns to be lifted at 2 San Francisco jails following attacks on deputies, staff  CorrectionsOne",1
San Francisco jails on lockdown following alleged attacks on deputies - The San Francisco Standard,San Francisco jails on lockdown following alleged attacks on deputies  The San Francisco Standard,1
"Resident shoots gun at snake, Calhoun Schools go on lockdown - WDEF News 12","Resident shoots gun at snake, Calhoun Schools go on lockdown  WDEF News 12",1
"S.F. jails on lockdown after attacks on deputies, staff; union calls for National Guard deployment - San Francisco Chronicle","S.F. jails on lockdown after attacks on deputies, staff; union calls for National Guard deployment  San Francisco Chronicle",1
"319th Commander addresses GFAFB lockdown | KNOX News Radio, Local News, Weather and Sports - knoxradio","319th Commander addresses GFAFB lockdown | KNOX News Radio, Local News, Weather and Sports  knoxradio",1
Hoover High School lockdown: Masked 17-year-old charged with terrorist threat after altercation - AL.com,Hoover High School lockdown: Masked 17-year-old charged with terrorist threat after altercation  AL.com,1
Broward high school placed on lockdown on reports of armed person on campus - Yahoo News,Broward high school placed on lockdown on reports of armed person on campus  Yahoo News,1
Hoover High School student charged with making a terrorist threat after school put on lockdown - WBRC,Hoover High School student charged with making a terrorist threat after school put on lockdown  WBRC,1
About 1 in 4 U.S. teachers say their school went into 'gun-related lockdown' last school year - NBC News,About 1 in 4 U.S. teachers say their school went into 'gun-related lockdown' last school year  NBC News,1
India heading towards huge earnings growth; 15% return can't be ruled out: Vinay Jaising,"The single biggest name which comes into my eyes is basically the housing loan companies, be it Chola, there are tonnes of names in the financial sector you can play the real estate boom. A) The yields are better. B) They are as good as secured loans. C) Thes…",1
India reviewing Asean trade pact with an eye to boost domestic manufacturing,"India is reviewing its trade pact with Asean to address anomalies like the inverted duty structure disadvantaging local manufacturers. Measures such as production-linked incentive schemes, import tariffs, and import monitoring are in place to tackle the trade…",1
Naveen Mishra on why Gartner is optimistic about worldwide IT spending guidance,"Naveen Mishra from Gartner anticipates CIOs executing Gen AI strategy, leading to increased IT services spend. Service providers invest in servers, networks, and semiconductors. India headquartered services companies focus on talent strategy and GPUs for grow…",1
"F&O stocks to buy today: BEL, Axis Bank among top 6 trading ideas",The Nifty future closed positive with gains of 0.14% at 22546 levels on Wednesday. India VIX was down by 2.40% from 11.65 to 11.37 levels. Volatility has been cooling off from the last three sessions.,1
"Sweltering summer forecast brings focus onto AC stocks, sizzle likely to be seasonal","In the last five days, Johnson Controls-Hitachi Air Conditioning surged 15.82% while Voltas and Blue Star rose 8.82% and 5.59%, respectively. Whirlpool of India and Amber Enterprises gained 9.88% and 0.33% respectively. The benchmark Nifty was almost flat in …",1
Promoters hike stake in over 200 companies on brighter prospects,"Promoters of over 200 companies increased their shareholdings in the quarter ended March 2024, as optimism around long-term business prospects dominated near-term concerns over elevated valuations. The recent share purchases by promoters indicate that they ar…",1
RBI steps up gold buying amid US dollar volatility,"RBI increases gold purchases to diversify forex reserves, with gold value contributing to record $648.5 billion. Gold acquisitions aim to hedge against inflation and currency risks, with increasing faith in gold amidst US dollar volatility and declining dolla…",2
"Hungry for returns, investors SIP on stocks","Retail investors surged on Dalal Street, with 15 crore demat accounts. Mutual fund folios reached 11 crore, while equity assets grew. SIPs rose to Rs 19,000 crore amidst foreign fund selloffs, supported by financialisation of savings and digitisation.",1
Apple services restored after brief outages globally,"Apple services, like the App Store and Apple Music, faced global outages affecting users in various countries. The issues, including those on Apple TV+ and Apple Fitness+, were resolved after more than an hour.",2
5 smallcap mutual funds gave over 25% in 5 years. Have you invested in any?,ETMutualFunds analysed daily rolling returns of 199 equity schemes that have completed five years of existence in the market and found that the toppers were from the smallcap category. Betting on Minnows,1
"These 8 equity mutual funds receive over Rs 1,000 crore inflows in March","ETMutualFunds analysed the AUM trend of equity mutual funds and found that 8 schemes have received more than Rs 1,000 crore inflows in March. Here are the schemes with the highest inflows, according to data from ACE MF. ​High inflows",1
Dipesh Shah on how Samsung’s Bespoke AI can aid in daily life,"Samsung's Bespoke AI combines AI and smart things connectivity to enhance daily life, focusing on affordability. The company envisions the next decade as AI-driven, integrating hardware, software, and AI for distinct capabilities and continuous upgrades. Shah…",1
Indian rupee to rise modestly against dollar in next three months: Poll,"While most emerging market currencies have weakened against the dollar so far this year, the rupee has traded in a tight range of 82.64/$-83.45/$ and is down less than 0.5%.",1
"Hot Stocks: Brokerage view on IDFC First, Titan Company, Godrej Consumer and Marico","Brokerage firm Macquarie has an outperform rating on Marico, Morgan Stanley recommended an Equal Weight rating on Godrej Consumer, JPMorgan has an overweight rating on Titan and Jefferies initiated a buy on IDFC First Bank.",1
